	graphie	lemme	cat	infover	genre	nombre	occurrences	rangFW	rangFWV	case
111628	dépasserait	dépasser	VER				1.0	201519.0	98864.5	
111661	dépassent	dépasser	VER				1.0	201519.0	98864.5	
111774	démonisant	démoniser	VER				1.0	201519.0	98864.5	
111897	dénie	dénier	VER				1.0	201519.0	98864.5	
111975	larde	larder	VER				1.0	201519.0	98864.5	
112030	laisserais	laisser	VER				1.0	201519.0	98864.5	
112087	dépend	dépendre	VER				1.0	201519.0	98864.5	
112102	nageant	nager	VER				1.0	201519.0	98864.5	
112223	klaxonne	klaxonner	VER				1.0	201519.0	98864.5	
112254	klaxonnez	klaxonner	VER				1.0	201519.0	98864.5	
112286	déployez	déployer	VER				1.0	201519.0	98864.5	
112288	déploie	déployer	VER				1.0	201519.0	98864.5	
112390	kifferas	kiffer	VER				1.0	201519.0	98864.5	
112393	kiffons	kiffer	VER				1.0	201519.0	98864.5	
112395	kiffiez	kiffer	VER				1.0	201519.0	98864.5	
112396	kifferez	kiffer	VER				1.0	201519.0	98864.5	
112397	kifferiez	kiffer	VER				1.0	201519.0	98864.5	
